GRUPO,FAMILIA,ESP,ESPECIE,AUTOR,NOMBREE,NOMBREI,A,B,LINF,K,T0,MED,INCREM,NODC,GT,APHIA
1,MYCTOPHIDAE,328,Lampadena urophaos urophaos,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,8762100000,0,293621
1,GADIDAE,329,Molva dypterygia,"(Pennant, 1784)",Maruca azul,Blue ling,0.000000,0.000000,0.00,0.00,0.00,1,1,8791031902,0,126459
1,CHLOROPHTALMIDAE,330,Parasudis fraserbrunneri,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,275832
1,Gonostomatidae,331,Gonostoma elongatum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,8759010403,0,127296
1,Rajidae,332,Rajella bigelowi,"(Stehmann, 1978)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105893
1,Gonostomatidae,334,Cyclothone microdon,"(G³nther, 1878)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127286
1,Centrophoridae,336,Deania profundorum,"(Smith & Radcliffe, 1912)",,Arrow head dogfish,0.002190,3.130000,0.00,0.00,0.00,1,1,,0,105905
1,,337,Polyacanthonotus rissoanus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,8743030204,0,126645
1,Gonostomatidae,338,Cyclothone,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126187
1,,339,Oxynotus paradoxus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,8710010703,0,105915
1,Halosauridae,340,Aldrovandia oleosa,"Sulak, 1977",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,157881
1,,341,Gaidropsarus granti,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126454
1,,342,Photostomias guernei,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127372
1,,344,Pseudophichthys splendens,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126290
1,,345,Odontostomops normalops,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126340
1,Oneirodidae,347,Oneirodes,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125811
1,GONOSTOMATIDAE,348,Gonostomatidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125601
1,,349,Benthosema,"(Reinhardt, 1837)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125815
1,Trichiuridae,401,Benthodesmus simonyi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127087
1,Bythitidae,402,Bellottia apoda,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,8792040301,0,126654
1,Diretmidae,403,Diretmus argenteus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,8810010101,0,126398
1,Sebastidae,350,Sebastes mentella,"Travin, 1951",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127254
1,,351,Actinopterygii,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,10194
1,ALEPOCEPHALIDAE,352,Alepocephalidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125507
1,Etmopteridae,353,Etmopterus princeps,"Collett, 1904",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105911
1,SYNAPHOBRANCHIDAE,354,Synaphobranchidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125436
1,,355,Alepocephalus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125868
1,,357,Diretmichthys parini,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126396
1,,356,Congridae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,874112,0,125427
1,,359,Chaunax,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125796
1,,360,Photostomias,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126218
1,,361,Nemichthyidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125432
1,,362,Sternoptyx diaphana,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127314
1,,364,Coelorinchus labiatus,,,,0.000000,0.000000,0.00,0.00,0.00,2,5,,0,280299
1,,365,Bathygadus melanobranchus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126463
1,,363,Ophilidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125505
2,Alpheidae,1,Alpheus glaber,"(Olivi, 1792)",Gamba de pinzas,Red snapping shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Atelecyclidae,2,Atelecyclus undecimdentatus,"(Herbst, 1793)",Ateleciclus,Circular crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,107274
,Polybiidae,3,Bathynectes maravigna,"(Prestandrea, 1839)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,6189010203,17,107377
2,Cancridae,4,Cancer pagurus,"Linnaeus, 1758",Buey,Edible crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Cancridae,5,Cancer bellianus,"Johnson, 1861",Buey,Edible crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Pandalidae,6,Chlorotocus crassicornis,"(Costa, 1871)",Camarón verde,Green shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6179181001,18,
2,Corystidae,7,Corystes cassivelaunus,"(Pennant, 1777)",Coristes,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Pandalidae,8,Dichelopandalus bonnieri,"Caullery, 1896",Gamba,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Dromiidae,9,Dromia personata,"(Linnaeus, 1758)",Cangrejo dormilón,Sleepy crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Geryoniodae,10,Geryon trispinosus,"(Herbst, 1803)",Cámbaro francés,Mediterranean geryon,0.000000,0.000000,0.00,0.00,0.00,2,1,6189040105,17,
2,Goneplacidae,11,Goneplax rhomboides,"(Linnaeus, 1758)",Violinista,Square crab,0.000000,0.000000,0.00,0.00,0.00,2,1,6189050304,17,
2,Inachidae,12,Inachus leptochirus,"Leach, 1817",Inachus,Slenderlegged spider,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Polybiidae,13,Liocarcinus depurator,"(Linnaeus, 1758)",Falsa nécora,Blue-leg swimcrab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Polybiidae,14,Macropipus tuberculatus,"(Roux, 1830)",Nécora nudosa,Knobby swimcrab,0.000000,0.000000,0.00,0.00,0.00,2,1,6189010905,17,
2,INACHIDAE,15,Macropodia longipes,"M.Edwards&Bouvier, 1899",Cangrejo araña,Spider crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,107342
2,Majidae,16,Maja squinado,"(Herbst, 1788)",Centollo,Spinous spider crab,0.000000,0.000000,0.00,0.00,0.00,2,1,6187015901,17,
2,Munididae,17,Munida intermedia,A. Milne-Edwards & Bouvie,Múnida,,0.000000,0.000000,0.00,0.00,0.00,2,1,6183100130,17,
2,Munididae,18,Munida sarsi,"Huus, 1935",Múnida,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Nephropidae,19,Nephrops norvegicus,"(Linnaeus, 1758)",Cigala,Norway lobster,0.000428,3.157685,0.00,0.00,0.00,2,1,6181010301,17,
2,Palaemonidae,20,Palaemon serratus,"(Pennant, 1777)",Camarón común,Common prawn,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Paguridae,21,Pagurus prideaux,"Leach, 1815",Ermitaño de hondura,Deeper hermit crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Paguridae,22,Pagurus alatus,"Fabricius, 1775",Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Penaeidae,23,Parapenaeus longirostris,"(Lucas, 1846)",Gamba blanca,Deep water pink shri,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Parapaguridae,24,Parapagurus pilosimanus,"Smith, 1879",Ermitaño,Hermit crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Homolidae,25,Paromola cuvieri,"(Risso, 1816)",Paromola,Paromola,0.000000,0.000000,0.00,0.00,0.00,2,1,6185040201,17,
2,Pasiphaeidae,26,Pasiphaea multidentata,"Esmark, 1866",Camarón cristal,Pink glass shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6179050104,18,
2,Pasiphaeidae,27,Pasiphaea sivado,"(Risso, 1816)",Camarón blanco,White glass shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6179050111,18,
2,Pandalidae,28,Plesionika heterocarpus,"(Costa, 1871)",Camarón flecha,Arrow shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6179180519,18,
2,Polybiidae,29,Polybius henslowii,"Leach, 1820",Patelo,Nipper crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Polychelidae,30,Polycheles typhlops,"Heller, 1862",,,0.000000,0.000000,0.00,0.00,0.00,2,1,6182030201,17,
2,Crangonidae,31,Pontophilus spinosus,"(Leach, 1815)",Camarón espinoso,Spiny shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Processidae,32,Processa canaliculata,"Leach, 1815",Camarón mediterráneo,Processa shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Epialtidae,33,Rochinia carpenteri,"(Thomson, 1873)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Sergestidae,34,Eusergestes arcticus,"(Kr°yer, 1855)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Sergestidae,35,Sergia robusta,"(Smith, 1882)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,6177020319,18,
2,Solenoceridae,36,Solenocera membranacea,"(Risso, 1816)",Gamba del atlántico,Atlantic mud shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6177030513,18,
2,XANTHIDAE,37,Xantho sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,106957
2,SQUILLIDAE,38,Rissoides desmaresti,,Galera,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Crangonidae,39,Philocheras sculptus,"(Bell, 1847)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Crangonidae,40,Philocheras echinulatus,"(Sars, 1861)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,GALATHEIDAE,41,Galathea sp.,,Galatea,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,106834
2,Paguridae,42,Pagurus bernhardus,"(Linnaeus, 1758)",Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Nephropidae,43,Homarus gammarus,"(Linnaeus, 1758)",Bogavante,European lobster,0.000000,0.000000,0.00,0.00,0.00,1,1,,17,
2,SQUILLIDAE,44,Squilla mantis,"(Linnaeus,1758)",Galera,Mantis shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6191010110,17,
2,Dorippidae,45,Medorippe lanata,"(Linnaeus, 1767)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Crangonidae,46,Aegaeon lacazei,"(Gourret, 1887)",Camarón blindado,Hardshell shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6179220802,17,
2,Penaeidae,47,Penaeus kerathurus,"(ForskÕl, 1775)",Langostino,Caramote prawn,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Calappidae,48,Calappa granulata,"(Linnaeus, 1758)",Cangrejo real,Shamefaced crab,0.000000,0.000000,0.00,0.00,0.00,2,1,6186020106,17,
2,Scyllaridae,49,Scyllarus arctus,"(Linnaeus, 1758)",Santiaguiño,Small eur. locust l.,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Xanthidae,51,Monodaeus couchii,"(Couch, 1851)",Monodaeus,,0.000000,0.000000,0.00,0.00,0.00,2,1,6189024401,17,
2,Palinuridae,52,Palinurus elephas,"(Fabricius, 1787)",Langosta,Common spiny lobster,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,CRANGONIDAE,53,Pontophilus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Paguridae,54,Pagurus excavatus,"(Herbst, 1791)",E. de pinza surcada,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,PANDALIDAE,55,Pandalus montagui,"Leach, 1814",Gamba,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Inachidae,56,Inachus dorsettensis,"(Pennant, 1777)",Araña de mar,Longlegged spider cr,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Galatheidae,58,Galathea intermedia,"Lilljeborg, 1851",Cangrejo sastre,Squat lobster,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Munididae,59,Munida tenuimana,"Sars, 1872",Múnida,,0.000000,0.000000,0.00,0.00,0.00,2,1,6183100131,17,
2,Paguridae,60,Anapagurus laevis,"(Bell, 1845)",Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Atelecyclidae,61,Atelecyclus rotundatus,"(Olivi, 1792)",Cangrejo,Circular crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,107273
2,SCYLLARIDAE,62,SCYLLARIDAE,,Cigarras,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Inachidae,63,Inachus phalangium,"(Fabricius, 1775)",Araña de mar,Leach's spider crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Xanthidae,64,Xantho pilipes,"A. Milne-Edwards, 1867",Cangrejo,Stone crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,107441
2,Polybiidae,65,Necora puber,"(Linnaeus, 1767)",Nécora,Velvet swimcrab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,107398
2,Crangonidae,66,Pontophilus norvegicus,"(Sars, 1861)",Camarón aspinoso,Spiny shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Pinnotheridae,67,Nepinnotheres pinnotheres,"(Linnaeus, 1758)",Cangrejo del nácar,Fan shell's crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Inachidae,68,Macropodia deflexa,"Forest, 1978",Cangrejo araña,Spider crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Oplophoridae,69,Systellaspis debilis,"(A. Milne-Edwards, 1881)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,107605
2,Polybiidae,70,Liocarcinus holsatus,"(Fabricius, 1798)",Cangrejo,Flying crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Processidae,71,Processa nouveli,"Al-Adhub & Williamson, 19",Gamba,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Processidae,72,Processa modica,Williamson & Rochanaburan,Gamba,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,PROCESSIDAE,73,Processa sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,INACHIDAE,75,Macropodia tenuirrostris,"(Leach, 1814)",Cangrejo araña,Slender spider crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,SCALPELLIDAE,76,Scalpellum scalpellum,"Linnaeus, 1767",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
2,Polybiidae,77,Liocarcinus marmoreus,"(Leach, 1814)",Cangrejo,Marbled swimmning c.,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Aristeidae,78,Aristaeopsis edwardsiana,"(Johnson, 1867)",Carabinero,Great shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6177050501,18,
2,,79,Euphausiacea,,Eufasiaceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,21,
2,Gnathophausiidae,81,Gnathophausia zoea,"WillemoÙs-Suhm, 1873",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Paguridae,82,Anapagurus pusillus,"Henderson, 1888",Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Processidae,83,Processa macrophthalma,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Paguridae,84,Pagurus pubescentulus,(A. Milne-Edwards & Bouvi,Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Cirolanidae,85,Eurydice affinis,"Hansen,",Pulga de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Galatheidae,86,Galathea dispersa,"Bate, 1859",Cangrejo sastre,Squat lobster,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,CIROLANIDAE,87,Cirolanidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,MUNIDIDAE,100,Munida sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Pilumnidae,101,Pilumnus hirtellus,"(Linnaeus, 1761)",Cangrejo aterciopela,Hairy-crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,PHRONIMIDAE,102,Phronima sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,21,
2,Lophogastridae,103,Lophogaster typicus,"M. Sars, 1857",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Paguridae,104,Pagurus cuanensis,"Bell, 1845",Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Pandalidae,106,Pandalina brevirostris,"(Rathke, 1843)",Gamba,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,ARISTEIDAE,107,Aristeomorpha foliacea,"(Risso, 1827)",Langostino moruno,Giant red shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,,21,
2,Diogenidae,111,Dardanus arrosor,"(Herbst, 1796)",Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Pandalidae,112,Plesionika martia,"(A. Milne-Edwards, 1883)",Camarón marcial,Golden shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,6179180503,18,
2,Euphausiidae,113,Meganyctiphanes norvegica,"(M. Sars, 1857)",Eufausiáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,PANDALIDAE,114,Plesionika edwarsii,"(Brandt, 1851)",Camarón soldado,Stripped soldier shr,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Inachidae,115,Macropodia rostrata,"(Linnaeus, 1761)",Cangrejo araña,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,107345
2,XANTHIDAE,117,Monodaeus sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Acanthephyridae,120,Acanthephyra purpurea,"A. Milne-Edwards, 1881",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Polybiidae,121,Liocarcinus corrugatus,"(Pennant, 1777)",Cangrejo de arrugas,Wrinkled swimcrab,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Aristeidae,122,Aristeus antennatus,"(Risso, 1816)",Gamba rosada,Blue and red shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,,21,
2,Crangonidae,123,Crangon crangon,"(Linnaeus, 1758)",Quisquilla,Common shrimp,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Paguridae,124,Pagurus carneus,"(Pocock, 1889)",Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,PALAEMONIDAE,125,Palaemonidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,18,
2,Munididae,126,Munida rutllanti,"Zariquiey-Alvarez, 1952",Múnida,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,Penaeidae,127,Penaeopsis serrata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Cirolanidae,128,Eurydice spinigera,"Hansen,",Pulga de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Leucosiidae,130,Ebalia tumefacta,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,GAMMARIDAE,131,Gammaridae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Diogenidae,132,Diogenes pugilator,"(Roux, 1829)",Ermitaño guerrero,Sand hermit crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Iphimediidae,133,Iphimedia obesa,"Rathke,",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Polybiidae,134,Liocarcinus pusillus,"(Leach, 1815)",Cangrejo,Dwarf Swimming crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Sphaeromatidae,135,Cymodoce truncata,"Leach,",Pulga de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Leucosiidae,136,Ebalia cranchii,"Leach, 1817",,Cranch's nut crab,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Paguridae,137,Anapagurus bicorniger,A. Milne-Edwards & Bouvie,Ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,HIPPOLYTIDAE,138,Spirontocaris spinus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Pycnogonidae,139,Pycnogonum litorale,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Axiidae,140,Calocaris macandreae,"Bell, 1846",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,EUPHAUSIIDAE,141,Euphausia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Paguridae,142,Anapagurus hyndmanni,,Cangrejo ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Paguridae,143,Pagurus chevreuxi,,Cangrejo ermitaño,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Cirolanidae,144,Cirolana cranchi,,Pulga,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Cirolanidae,145,Eurydice sp,,Pulga,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,,146,Amphipoda,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Galatheidae,147,Galathea strigosa,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Leucosiidae,148,Ebalia deshayesi,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Crangonidae,149,Philocheras trispinosus,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Polybiidae,150,Liocarcinus maculatus,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Inachidae,151,Macropodia linaresi,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,AMPELISCIDAE,152,Ampelisca sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Cirolanidae,153,Conilera cylindracea,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Majidae,154,Eurynome aspera,"(Pennant, 1777)",Cangrejo rugoso,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Parthenopidae,155,Distolambrus maltzami,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Leucosiidae,156,Ebalia tuberosa,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Paguridae,158,Anapagurus petiti,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,PAGURIDAE,159,Anapagurus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,PAGURIDAE,164,Paguridae,"Latreille,1802",cangrejos hermitaños,hermit crabs,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,PAGURIDAE,165,Pagurus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Pandalidae,168,Plesionika acanthonotus,"(Smith, 1882)",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Porcellanidae,169,Pisidia longicornis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Leucosiidae,170,Ebalia nux,"A. Milne-Edwards, 1883",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,171,Mysidacea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,172,Isopoda,,Isópodo,Isopods,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Crangonidae,174,Philocheras bispinosus bispinosus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Hippolytidae,175,Eualus occultus,,Gamba,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,176,CRUSTACEA,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,177,Natantia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Leucosiidae,178,Ebalia granulosa,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,ARCTURIDAE,179,Arcturella sp.,traficantes de cambados,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,SCYLLARIDAE,180,Larva phillosoma scyllarus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,AEGIDAE,181,Aega sp,,Pulga parásita,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Pandalidae,182,Pandalina profunda,"Holthuis, 1946",Gamba de profundidad,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Cymonomidae,183,Cymonomus granulatus,"(Norman, 1873)",Cangrejo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Pasiphaeidae,184,Psathyrocaris infirma,"Alcock & Anderson, 1894",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Acanthephyridae,185,Acanthephyra pelagica,"(Risso, 1816)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Pasiphaeidae,186,Pasiphaea tarda,"(Kr°yer, 1845)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,ACANTHEPHYRIDAE,187,Ephyrina figueirai figueirai,"Crosnier & Forest, 1973",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Inachidae,188,Dorhynchus thomsoni,"Thomson, 1873",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Cirolanidae,189,Natatolana borealis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Epialtidae,190,Pisa armata,"(Latreille, 1803)",Picha armada lequia,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Paguridae,191,Pagurus forbesii,"Bell, 1845",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Benthesicymidae,192,Gennadas elegans,"(Smith, 1882)",Gamba,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Eucopiidae,193,Eucopia unguiculata,"(WillemoÙs-Suhm, 1875)",Misidáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Mysidae,194,Boreomysis tridens,"G.O. Sars, 1870",Misidáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Mysidae,195,Mysidetes farrani,"(Holt & Tattersall, 1905)",Misidáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Phronimidae,196,Phronima sedentaria,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Axiidae,197,Calocarides coronatus,"(Trybom, 1904)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Euphausiidae,198,Nematoscelis megalops,"G. O. Sars, 1883",Eufausiáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,MAJIDAE,199,Majidae,"Samouelle,1819",,spider crabs,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Mysidae,200,Boreomysis arctica,"(Kr°yer, 1861)",Misidáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Oregonidae,201,Ergasticus clouei,"A. Milne-Edwards, 1882",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,107317
2,Nephropidae,202,Nephropsis atlantica,"Norman, 1882",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
